rowid,name,auroc,auroc_std,auprc,auprc_std,f1,f1_std,sensitivity,sensitivity_std,specificity,specificity_std,ppv,ppv_std,npv,npv_std,accuracy,accuracy_std,tn,tn_std,fn,fn_std,tp,tp_std,fp,fp_std
0,pfda_ensemble-stacked-15_sc2_1,0.8534527588813303,0.048152175417528406,0.9488811597867824,0.02060123477940647,0.8452070741273356,0.04321984471485694,0.777142857142857,0.06431365152649135,0.8220476190476191,0.07500967789507758,0.9356747550694919,0.02900198902020713,0.539998556998557,0.08223085681825297,0.7850415617588031,0.052855571231035535,5.04,0.7725125142146523,4.68,1.3505866820563184,16.32,1.3505866820563184,1.16,0.5419403702550386
1,pfda_RandomForest__sc2_1,0.6160302343159485,0.07396777466046518,0.8179468120047837,0.0696344066684148,0.7401648967371564,0.09179645552427917,0.6761904761904762,0.12877666988029052,0.5722380952380953,0.15663455464720136,0.842351511988408,0.05196432194602568,0.36281406312985254,0.07174822428903867,0.6537172161172161,0.08844628995293086,3.5200000000000005,1.0658600664547473,6.8,2.7043100674861007,14.2,2.7043100674861007,2.6800000000000006,1.1039583265363937
2,pfda_LogisticRegression_TierSelect-PCA_PHENO-TIER1-TIER2-TIER3-TIER4_sc2_1,0.6933393801965231,0.1064997952244898,0.8747720128403064,0.05467508426288344,0.8000051841557057,0.07677247936920414,0.7390476190476191,0.1017749187311137,0.6713650793650794,0.10577692894810149,0.8833768092932178,0.043190088378044736,0.4482034632034632,0.10431496082165684,0.7240832133383857,0.08830393536821396,4.159999999999999,0.9325706667357272,5.4799999999999995,2.1372732933533882,15.520000000000001,2.1372732933533882,2.04,0.7537434851544003
3,pfda_SwitchModel-LogisticRegression__sc2_1,0.5871814058956917,0.04818714473392048,0.8032380703149542,0.055947942030386125,0.65704224032009,0.08768719609900923,0.5523809523809524,0.11400710687194307,0.6425873015873015,0.10993115841213559,0.8421125950073318,0.04875122260001648,0.3033972955149426,0.052728798958923254,0.5742152667256115,0.0774092233083088,4.000000000000001,0.9009594947959684,9.4,2.394149244310804,11.6,2.394149244310804,2.2,0.8308817624911631
4,pfda_RandomForest_TierSelect-PCA_PHENO-TIER1_sc2_1,0.662230536659108,0.08439795622939947,0.8705710951286484,0.042450767194621056,0.7484248227397721,0.06955746820197825,0.6628571428571428,0.10829077850383555,0.682063492063492,0.1726018653563914,0.8808993108714471,0.05469035180706781,0.38269542600502354,0.0759839024388148,0.668420091785609,0.07033780705376838,4.24,1.1652124704863742,7.080000000000001,2.2741063485805464,13.919999999999998,2.2741063485805464,1.9599999999999997,0.9495062154036891
5,pfda_SwitchModel-LogisticRegression_TierSelect_PHENO_sc2_1,0.7298533635676492,0.09282814490500975,0.9057986641223076,0.0425570688620856,0.7195690725083015,0.072556844898824,0.6076190476190476,0.0940728486772883,0.7638253968253969,0.12555336890915814,0.9003743119625472,0.0493853122210912,0.3697625838214073,0.07142400131179426,0.6439625559625559,0.07385263521416188,4.76,1.070615648694428,8.239999999999998,1.975529822223054,12.76,1.975529822223054,1.4400000000000002,0.8360076972206892
6,pfda_LogisticRegression_PCA_sc2_1,0.6065268329554044,0.07033260030722914,0.8036272402209729,0.06505239246193895,0.6934147893677635,0.10131519079710656,0.6,0.12845569395388157,0.6352539682539684,0.11903442086888165,0.8457406319171026,0.06544967271459354,0.33569950517318936,0.07988079961087029,0.6103023367437161,0.09370887608882242,3.9599999999999995,1.0495169290587696,8.399999999999999,2.6975695730315126,12.6,2.6975695730315126,2.2399999999999998,0.7799729839781632
7,pfda_RandomForest_PCA_sc2_1,0.598912320483749,0.056863047963975635,0.8088961353082935,0.06796263608204425,0.6936964786995075,0.09178848392656529,0.5961904761904762,0.12641048872974808,0.6644761904761906,0.15830879794059044,0.8632795041216095,0.05925286086277354,0.34359430249832734,0.08381297718340233,0.6132426704840498,0.08487969628768313,4.12,1.1072821048668755,8.48,2.65462026332471,12.52,2.65462026332471,2.08,1.1346795404017875
8,pfda_XGBoost_TierSelect-PCA_PHENO-TIER1_sc2_1,0.6398114134542706,0.06696578978238468,0.8434661681026749,0.06508468950482367,0.6875260787021744,0.1277445832774427,0.6,0.1451848926631014,0.6869206349206349,0.1484123025428914,0.834827743635793,0.11570773192697026,0.3585602600014365,0.08241090038932222,0.6208828821242613,0.10627035656059083,4.28,1.1772350790950656,8.4,3.048882745925129,12.6,3.048882745925129,1.92,0.963863866060738
9,pfda_SwitchModel-RandomForest_TierSelect_PHENO-TIER1-TIER2-TIER3-TIER4_sc2_1,0.6029965986394558,0.06313570599436953,0.8299828832789518,0.05430448351962998,0.5532274151929018,0.17719605024832963,0.4552380952380952,0.20403728406940652,0.6669047619047619,0.14469698124419036,0.826477271266745,0.06626563355857205,0.2812771855879273,0.08416832791924292,0.5045231667438563,0.1342723921291548,4.16,1.1700448193689261,11.440000000000001,4.284782965457538,9.559999999999999,4.284782965457538,2.04,0.9383945104329326
10,pfda_RandomForest_TierSelect_PHENO-TIER1_sc2_1,0.6400668934240363,0.09390446838790849,0.8630839542297629,0.04926394171315217,0.7543889182896969,0.08847525853552637,0.6895238095238094,0.12257934677924287,0.581031746031746,0.1335321245780868,0.8471878101258907,0.04839054307412077,0.371119677707913,0.11283945161957783,0.6668661080936943,0.0966641126332046,3.6399999999999997,1.0487493123150864,6.5200000000000005,2.574166282364101,14.48,2.5741662823641005,2.56,0.7601548931278614
11,pfda_XGBoost_LassoSelect_sc2_1,0.6490343915343916,0.09083157379540364,0.8532326178136957,0.05808184812766195,0.7267583674356434,0.09984256956301607,0.641904761904762,0.13313547840757387,0.6626507936507936,0.17002992848259893,0.8650823656981956,0.0668258965366109,0.3788468753468754,0.09471210464454945,0.6460118563428908,0.10160307545251472,4.08,1.1554646934927295,7.519999999999999,2.795845046559051,13.48,2.795845046559051,2.12,1.111376064902076
12,pfda_XGBoost_NMF_sc2_1,0.6240427059712774,0.08105639908387739,0.801067551559084,0.06763585774159622,0.6427981971715683,0.1299533633603039,0.5504761904761906,0.17162941635860415,0.625968253968254,0.16170008891757898,0.8396908005546451,0.05932083490716861,0.31579520022461194,0.10851075758914137,0.5678036124794745,0.1158333861898003,3.88,1.2447573819504882,9.44,3.6042177435306875,11.559999999999999,3.6042177435306875,2.3200000000000003,1.045828812156915
13,pfda_ensemble-soft-20_sc2_1,0.7214724111866969,0.07071050372251704,0.897962235769867,0.04035210986190049,0.7538898025715491,0.06970866747103596,0.6571428571428573,0.09770168172767499,0.7488888888888889,0.10931029190945432,0.9000497388748163,0.046151176098505504,0.39822549999020584,0.062315483287281835,0.6783031451307313,0.06627913312341228,4.640000000000001,0.9129758684107168,7.200000000000001,2.0517353162811753,13.8,2.0517353162811753,1.56,0.7638807405100771
14,pfda_SwitchModel-RandomForest_RidgeSelect_sc2_1,0.6055143613000756,0.06491607666574437,0.8109683102821499,0.08270136373105527,0.49123266480553684,0.1911057449315777,0.39428571428571424,0.19232956100525223,0.681,0.1818954097876463,0.7600917415917416,0.19930285308002654,0.2654170253326937,0.08219558438796733,0.4599686076375732,0.14091142637011647,4.2,1.2254152360949195,12.719999999999999,4.038920781110297,8.280000000000001,4.038920781110297,2.0,1.2758087203774129
15,pfda_XGBoost_RidgeSelect_sc2_1,0.670211262282691,0.09169633424258679,0.8538361359663481,0.07509082868965675,0.7038852787515586,0.13112668843857003,0.6152380952380953,0.17432309529028772,0.6717460317460315,0.1981743799168187,0.8669058165776432,0.08391398553433747,0.36324544461386565,0.10916825899684443,0.6292447419757765,0.1276749658060639,4.16,1.415720630538511,8.08,3.6607850010960425,12.920000000000002,3.6607850010960425,2.04,1.2938220388909663
16,pfda_NeuralNetwork_PCA_sc2_1,0.6008862433862434,0.06262129142910909,0.8362040566982586,0.04336373559588676,0.7416709243798306,0.07506280775745386,0.6857142857142857,0.11468428524627286,0.5078571428571428,0.17350521168766306,0.8239535911434551,0.05676210779485853,0.3456773487949959,0.11429236097500169,0.6447392250150871,0.0829765781751579,3.08,1.0384718175344774,6.6,2.408369990171731,14.4,2.408369990171731,3.12,1.2464676556229661
17,pfda_XGBoost_TierSelect_PHENO-TIER1-TIER2-TIER3-TIER4_sc2_1,0.6603348450491308,0.08811822684874333,0.8450280117081889,0.06213202683947009,0.6928934079553153,0.11689615447047037,0.5942857142857142,0.1491472029046641,0.6977142857142857,0.1285236787255815,0.868841097842646,0.056912517162947165,0.3558541001482178,0.10233564385840613,0.617190905646078,0.11120578491209385,4.32,1.0544200354392748,8.52,3.132091260997946,12.48,3.132091260997946,1.8800000000000001,0.9304885976569037
18,pfda_LogisticRegression__sc2_1,0.5923310657596372,0.05451507413802307,0.8084694547699975,0.05518640113211346,0.6527630886973742,0.07204944659273084,0.540952380952381,0.08840611997994759,0.655095238095238,0.11990822180431637,0.8390358269181798,0.06120162016988138,0.2963751784850856,0.04268998171752171,0.565610166589477,0.06403786114906466,4.0,0.6993325909419152,9.64,1.8565285195788988,11.36,1.8565285195788988,2.2,0.8670105840894891
19,pfda_ensemble-soft-4_sc2_1,0.7116477702191988,0.0865929824537696,0.8824696052296914,0.05614861646173731,0.7492263360376117,0.08174042448702348,0.6514285714285715,0.11352512738948883,0.7543015873015874,0.13967511521052223,0.8994059160653588,0.05893028368683223,0.406609413977835,0.11081643441926456,0.674110389737976,0.0885699043317833,4.64,0.9964676086999369,7.32,2.3840276751792655,13.679999999999998,2.3840276751792655,1.56,0.8885298461583815
20,pfda_ensemble-stacked-20_sc2_1,0.8730098261526834,0.03571939531085191,0.9571629053847637,0.01616287486500665,0.8506971098616601,0.0485622494026273,0.780952380952381,0.08115764201177153,0.8457619047619047,0.09206704739489782,0.9456068826254583,0.03340621885374009,0.5559984459984461,0.09072397194861491,0.7939640548468134,0.0588887984768835,5.2,0.787254152029338,4.6,1.7043104822472028,16.4,1.7043104822472028,1.0,0.6349225830685088
21,pfda_LogisticRegression_TierSelect-PCA_PHENO_sc2_1,0.7374217687074831,0.095662642728754,0.9117639104844961,0.03515451973535627,0.7529297185913713,0.09443663923729945,0.6742857142857143,0.12489478414902881,0.6802857142857143,0.11590751690706207,0.8771145588157973,0.04295600171723805,0.4023641456582633,0.10869473314454106,0.6750881001501691,0.0986130449720656,4.24,1.0255528795491977,6.840000000000001,2.6227904671296054,14.16,2.6227904671296054,1.9600000000000002,0.7920712358155368
22,pfda_ensemble-stacked-5_sc2_1,0.7827762660619804,0.06307987609107088,0.9266411729185695,0.029048658015471424,0.804847402060034,0.0684202330627734,0.7257142857142858,0.10699979587105127,0.773,0.1126646038935984,0.9174015535548043,0.04166484623526666,0.47888733488733487,0.10679047537901983,0.7375502729709627,0.07770881389290078,4.799999999999999,1.014230854871865,5.76,2.2469957132920766,15.24,2.2469957132920766,1.4000000000000001,0.7352464248797592
23,pfda_SwitchModel-RandomForest__sc2_1,0.5852210884353741,0.04038403844581716,0.7992988628439719,0.060528860278209896,0.5033343315118621,0.11620377716611183,0.4019047619047619,0.13786780842160198,0.6530793650793651,0.18494293186208416,0.8170046113306982,0.10075375870562023,0.24315726396066953,0.05437987864951952,0.45461095532819673,0.0812066179074509,3.9599999999999995,1.2668739670849472,12.559999999999999,2.8952239768536416,8.440000000000001,2.8952239768536416,2.2399999999999998,1.335445613499751
